id,name,dish,qty,price,total,date,city
5322,Pari Sodhi,Dosa,4,459.43,1837.72,2025-03-20,Mysuru
5323,Eshani Deol,Dosa,5,226.05,1130.25,2025-01-31,Hyderabad
5324,Shamik Mander,Pesarattu,3,182.53,547.59,2025-07-27,Bengaluru
5325,Aaryahi Baria,Pesarattu,3,67.46,202.38,2025-06-23,Hyderabad
5326,Kaira Hegde,Rasam Rice,5,401.47,2007.35,2024-10-10,Chennai
5327,Anay Arya,Upma,4,387.35,1549.4,2025-05-25,Hyderabad
5328,Yuvaan Saha,Bisibele Bath,4,474.5,1898.0,2025-06-25,Vijayawada
5329,Navya Jha,Dosa,5,452.89,2264.45,2025-04-05,Coimbatore
5330,Diya Goda,Pesarattu,2,179.68,359.36,2025-03-02,Coimbatore
5331,Shaan Majumdar,Pesarattu,1,367.16,367.16,2025-04-06,Coimbatore
5332,Pranay Saraf,Pesarattu,5,272.82,1364.1,2025-02-17,Trichy
5333,Ojas Sibal,Idli,4,133.53,534.12,2024-10-15,Hyderabad
5334,Vardaniya Ghose,Idli,3,231.75,695.25,2024-09-20,Trichy
5335,Drishya Uppal,Idli,2,175.94,351.88,2025-05-03,Vijayawada
5336,Yuvraj  Jha,Curd Rice,1,202.57,202.57,2025-05-11,Coimbatore
5337,Aarna Saini,Pongal,3,302.67,908.01,2024-11-03,Coimbatore
5338,Rati Ben,Pesarattu,3,268.54,805.62,2024-11-28,Mysuru
5339,Parinaaz Bora,Sambar Rice,4,308.62,1234.48,2024-10-01,Vijayawada
5340,Siya Edwin,Rava Dosa,2,131.26,262.52,2024-09-16,Coimbatore
5341,Krish Sahni,Neer Dosa,3,444.39,1333.17,2025-06-18,Mysuru
5342,Aradhya Agate,Idli,5,125.71,628.55,2025-02-28,Chennai
5343,Hridaan Chopra,Uttapam,5,468.37,2341.85,2025-01-20,Mysuru
5344,Ranbir Thakkar,Vada,5,457.87,2289.35,2024-09-26,Mysuru
5345,Ivan Atwal,Sambar Rice,2,51.81,103.62,2024-12-05,Vijayawada
5346,Nehmat Vasa,Idli,1,108.35,108.35,2025-08-10,Thiruvananthapuram
5347,Mamooty Kashyap,Medu Vada,1,305.68,305.68,2025-05-04,Chennai
5348,Hridaan Sha,Sambar Rice,5,365.04,1825.2,2024-12-14,Bengaluru
5349,Mishti Roy,Medu Vada,4,251.45,1005.8,2025-04-06,Chennai
5350,Saksham Master,Rasam Rice,4,153.23,612.92,2024-12-18,Hyderabad
5351,Oorja Bhatti,Rava Dosa,3,133.21,399.63,2024-09-22,Mysuru
5352,Dhanuk Ghose,Bisibele Bath,3,333.61,1000.83,2024-10-05,Vijayawada
5353,Prerak Kohli,Idli,3,77.13,231.39,2024-12-26,Trichy
5354,Miraan Kohli,Medu Vada,3,161.0,483.0,2025-06-27,Coimbatore
5355,Madhup Mallick,Rava Dosa,1,456.12,456.12,2025-01-25,Trichy
5356,Renee Devi,Idli,4,97.5,390.0,2025-05-14,Coimbatore
5357,Kanav Aurora,Neer Dosa,4,269.21,1076.84,2025-01-13,Hyderabad
5358,Pihu Wali,Rasam Rice,5,83.85,419.25,2024-12-16,Vijayawada
5359,Nakul Basu,Pongal,4,279.15,1116.6,2025-02-23,Coimbatore
5360,Charvi Lalla,Dosa,1,144.3,144.3,2024-12-08,Chennai
5361,Diya Batra,Pongal,4,186.67,746.68,2025-07-09,Thiruvananthapuram
5362,Vivaan Vyas,Dosa,2,291.97,583.94,2025-03-17,Mysuru
5363,Dishani Mall,Upma,3,245.98,737.94,2025-04-10,Vijayawada
5364,Elakshi Biswas,Sambar Rice,2,128.09,256.18,2024-11-23,Vijayawada
5365,Yuvaan Srinivasan,Idli,4,278.21,1112.84,2025-05-03,Thiruvananthapuram
5366,Nishith Seshadri,Rasam Rice,5,454.12,2270.6,2025-06-10,Thiruvananthapuram
5367,Farhan Bhandari,Uttapam,1,281.57,281.57,2025-02-23,Mysuru
5368,Aayush Tak,Vada,2,412.12,824.24,2025-02-12,Thiruvananthapuram
5369,Diya Sethi,Medu Vada,3,62.49,187.47,2025-03-26,Thiruvananthapuram
5370,Purab Dugar,Vada,3,221.4,664.2,2024-09-20,Coimbatore
5371,Priyansh Handa,Pesarattu,5,381.01,1905.05,2025-07-06,Trichy
5372,Elakshi Chowdhury,Pesarattu,1,356.53,356.53,2024-09-17,Bengaluru
5373,Hridaan Dhawan,Bisibele Bath,2,334.66,669.32,2025-03-17,Coimbatore
5374,Zara Sagar,Idli,2,249.12,498.24,2024-12-26,Mysuru
5375,Darshit Sehgal,Pesarattu,5,229.41,1147.05,2024-12-09,Bengaluru
5376,Saira Dash,Neer Dosa,4,451.87,1807.48,2025-01-31,Bengaluru
5377,Hrishita Raval,Rava Dosa,4,89.25,357.0,2024-12-03,Thiruvananthapuram
5378,Shalv Kapadia,Pongal,5,178.07,890.35,2025-02-20,Coimbatore
5379,Arnav Sinha,Uttapam,4,197.3,789.2,2025-03-07,Mysuru
5380,Miraya Gala,Dosa,4,106.22,424.88,2025-02-04,Bengaluru
5381,Vidur Chahal,Neer Dosa,3,409.22,1227.66,2025-03-12,Thiruvananthapuram
5382,Riya Jha,Rasam Rice,2,84.3,168.6,2025-04-07,Vijayawada
5383,Manjari Balakrishnan,Bisibele Bath,5,74.47,372.35,2025-04-19,Hyderabad
5384,Jayant Bassi,Bisibele Bath,5,121.74,608.7,2025-06-26,Hyderabad
5385,Dhanuk Mani,Idli,2,105.24,210.48,2025-05-09,Bengaluru
5386,Umang Mammen,Rava Dosa,4,161.88,647.52,2025-04-13,Thiruvananthapuram
5387,Saksham Kalita,Rava Dosa,5,94.56,472.8,2025-01-31,Thiruvananthapuram
5388,Lakshay Wable,Bisibele Bath,4,183.7,734.8,2024-11-17,Bengaluru
5389,Aayush Dave,Rava Dosa,5,207.09,1035.45,2025-02-06,Thiruvananthapuram
5390,Faiyaz Dewan,Sambar Rice,2,285.65,571.3,2024-11-11,Chennai
5391,Myra Bawa,Uttapam,2,132.18,264.36,2025-01-03,Vijayawada
5392,Khushi Thaker,Pongal,2,294.21,588.42,2024-10-30,Trichy
5393,Drishya Bakshi,Idli,1,452.1,452.1,2025-04-04,Trichy
5394,Dhanuk Dora,Rava Dosa,5,290.05,1450.25,2024-09-19,Chennai
5395,Baiju Dani,Upma,3,162.87,488.61,2025-02-19,Bengaluru
5396,Elakshi Khurana,Bisibele Bath,3,492.4,1477.2,2024-08-14,Chennai
5397,Bhamini Bhasin,Curd Rice,1,116.91,116.91,2025-02-14,Coimbatore
5398,Jivin Thaker,Rava Dosa,2,116.82,233.64,2025-06-15,Thiruvananthapuram
5399,Ojas Thaker,Neer Dosa,3,308.87,926.61,2025-07-07,Hyderabad
5400,Ira Saini,Neer Dosa,1,118.45,118.45,2024-12-27,Trichy
5401,Kaira Singhal,Rasam Rice,3,239.71,719.13,2024-10-03,Thiruvananthapuram
5402,Priyansh Sabharwal,Pesarattu,1,187.55,187.55,2025-08-11,Mysuru
5403,Ritvik Dutta,Rava Dosa,5,80.95,404.75,2025-01-20,Coimbatore
5404,Aarav Walia,Rava Dosa,1,338.17,338.17,2024-09-24,Coimbatore
5405,Madhav Deep,Rasam Rice,5,474.22,2371.1,2025-03-31,Trichy
5406,Lavanya Krishnamurthy,Dosa,5,389.58,1947.9,2025-03-24,Mysuru
5407,Pihu D’Alia,Vada,2,224.83,449.66,2025-06-18,Hyderabad
5408,Divij Krishnamurthy,Uttapam,1,118.77,118.77,2024-10-10,Chennai
5409,Aarav Dora,Idli,1,303.97,303.97,2025-04-25,Trichy
5410,Adah Sant,Uttapam,1,468.04,468.04,2025-03-14,Chennai
5411,Neelofar Saraf,Medu Vada,4,422.22,1688.88,2024-09-28,Mysuru
5412,Renee Sathe,Pesarattu,5,73.63,368.15,2024-08-14,Thiruvananthapuram
5413,Krish Dhaliwal,Rava Dosa,5,331.43,1657.15,2024-08-14,Chennai
5414,Amani Varma,Pongal,1,136.46,136.46,2024-09-03,Hyderabad
5415,Rati Sunder,Upma,4,150.88,603.52,2024-10-06,Chennai
5416,Madhav Shroff,Dosa,4,216.21,864.84,2024-08-19,Trichy
5417,Vivaan Bail,Sambar Rice,5,492.43,2462.15,2025-05-05,Bengaluru
5418,Indrajit Saini,Vada,2,408.85,817.7,2025-05-25,Coimbatore
5419,Aradhya Bumb,Rasam Rice,1,239.19,239.19,2024-09-07,Thiruvananthapuram
5420,Anya Sama,Uttapam,4,136.51,546.04,2024-08-19,Trichy
5421,Mannat Kannan,Dosa,1,348.9,348.9,2024-09-03,Bengaluru
5422,Nirvaan Karnik,Rava Dosa,1,199.85,199.85,2025-05-14,Chennai
5423,Anay Karnik,Bisibele Bath,1,149.9,149.9,2025-06-30,Hyderabad
5424,Misha Shukla,Medu Vada,4,295.29,1181.16,2025-01-15,Vijayawada
5425,Nirvaan Ramesh,Pesarattu,3,461.0,1383.0,2025-02-09,Trichy
5426,Anaya Bose,Curd Rice,5,186.96,934.8,2024-08-19,Thiruvananthapuram
5427,Shamik Gole,Idli,4,64.67,258.68,2024-12-13,Mysuru
5428,Lavanya Sibal,Neer Dosa,5,279.85,1399.25,2025-05-11,Thiruvananthapuram
5429,Aayush Raj,Idli,3,410.99,1232.97,2024-10-02,Vijayawada
5430,Samar Khanna,Curd Rice,5,195.43,977.15,2025-08-06,Coimbatore
5431,Aarush Contractor,Rava Dosa,3,334.08,1002.24,2024-11-12,Chennai
5432,Samarth Karpe,Pesarattu,1,119.36,119.36,2025-01-06,Thiruvananthapuram
5433,Indrans Kurian,Sambar Rice,4,399.23,1596.92,2025-08-12,Bengaluru
5434,Tushar Bhatt,Idli,1,266.25,266.25,2025-03-09,Trichy
5435,Dhanuk Shah,Vada,5,83.86,419.3,2025-02-21,Chennai
5436,Lakshit Swaminathan,Idli,1,173.04,173.04,2025-06-25,Thiruvananthapuram
5437,Piya Biswas,Neer Dosa,4,59.56,238.24,2025-02-10,Coimbatore
5438,Tara Chanda,Idli,2,294.46,588.92,2025-05-18,Thiruvananthapuram
5439,Kismat Keer,Rasam Rice,4,247.64,990.56,2024-12-25,Thiruvananthapuram
5440,Sara Hegde,Uttapam,5,280.46,1402.3,2025-04-24,Mysuru
5441,Divyansh Choudhry,Pongal,4,73.59,294.36,2024-11-16,Thiruvananthapuram
5442,Sumer Srinivasan,Curd Rice,1,204.53,204.53,2024-10-18,Vijayawada
5443,Onkar Srivastava,Pesarattu,5,497.11,2485.55,2025-06-22,Trichy
5444,Samar Banerjee,Medu Vada,2,130.26,260.52,2024-12-21,Trichy
5445,Adira Subramaniam,Dosa,2,176.22,352.44,2025-06-09,Mysuru
5446,Nitya Batra,Sambar Rice,4,116.69,466.76,2024-11-08,Chennai
5447,Abram Deol,Dosa,5,69.48,347.4,2024-10-11,Thiruvananthapuram
5448,Dharmajan Solanki,Neer Dosa,3,76.99,230.97,2025-03-16,Coimbatore
5449,Taimur Bhattacharyya,Vada,4,296.73,1186.92,2024-12-29,Vijayawada
5450,Alia Krishnan,Pesarattu,2,466.32,932.64,2025-08-08,Thiruvananthapuram
5451,Vaibhav Kohli,Vada,2,393.34,786.68,2024-12-04,Trichy
5452,Heer Barad,Sambar Rice,2,374.42,748.84,2025-03-22,Thiruvananthapuram
5453,Vanya Bhatti,Rasam Rice,5,479.16,2395.8,2025-04-15,Hyderabad
5454,Prisha Ganesan,Idli,4,294.26,1177.04,2024-08-17,Coimbatore
5455,Darshit Loyal,Upma,1,72.65,72.65,2025-06-28,Mysuru
5456,Damini Bath,Dosa,1,484.76,484.76,2025-07-25,Coimbatore
5457,Mishti Deshmukh,Sambar Rice,2,119.97,239.94,2025-04-01,Chennai
5458,Kanav Walia,Curd Rice,4,183.63,734.52,2025-07-10,Chennai
5459,Ranbir Issac,Dosa,3,51.82,155.46,2025-02-18,Vijayawada
5460,Jhanvi Wali,Vada,4,439.37,1757.48,2025-06-23,Thiruvananthapuram
5461,Indranil Hegde,Neer Dosa,3,304.39,913.17,2025-02-14,Mysuru
5462,Eshani Lalla,Upma,2,428.54,857.08,2024-09-30,Trichy
5463,Tara Gour,Pesarattu,4,79.23,316.92,2025-03-11,Coimbatore
5464,Lavanya Khatri,Rasam Rice,5,441.89,2209.45,2024-09-25,Trichy
5465,Nehmat Bhatia,Neer Dosa,3,463.27,1389.81,2024-11-21,Hyderabad
5466,Kiara Sengupta,Sambar Rice,1,215.39,215.39,2025-01-29,Trichy
5467,Ivana Dani,Curd Rice,1,183.34,183.34,2024-09-25,Coimbatore
5468,Himmat Saraf,Medu Vada,2,167.68,335.36,2025-05-12,Thiruvananthapuram
5469,Anay Rama,Curd Rice,1,151.21,151.21,2024-11-25,Thiruvananthapuram
5470,Aarav Ram,Medu Vada,1,211.87,211.87,2024-10-08,Vijayawada
5471,Indranil Bhandari,Dosa,1,396.43,396.43,2025-01-01,Mysuru
5472,Prisha Bhat,Bisibele Bath,1,432.29,432.29,2024-10-12,Chennai
5473,Samar Bal,Upma,2,392.75,785.5,2024-11-13,Thiruvananthapuram
5474,Krish Jain,Pongal,2,111.97,223.94,2025-07-22,Hyderabad
5475,Aaryahi Sarraf,Neer Dosa,3,282.92,848.76,2024-09-23,Trichy
5476,Taimur Toor,Upma,3,427.79,1283.37,2025-04-28,Chennai
5477,Samaira Char,Rava Dosa,1,241.46,241.46,2024-12-13,Hyderabad
5478,Ishita Wable,Upma,4,91.21,364.84,2025-03-30,Trichy
5479,Dhanuk Reddy,Idli,4,476.73,1906.92,2024-10-06,Coimbatore
5480,Siya Hayre,Neer Dosa,3,469.84,1409.52,2025-02-15,Thiruvananthapuram
5481,Yashvi Wason,Vada,1,198.06,198.06,2024-08-20,Vijayawada
5482,Romil Korpal,Medu Vada,3,245.19,735.57,2025-02-01,Coimbatore
5483,Bhamini Mani,Medu Vada,5,212.04,1060.2,2025-06-10,Hyderabad
5484,Pihu Mangal,Dosa,4,121.2,484.8,2024-11-29,Vijayawada
5485,Anika Wali,Pesarattu,5,474.62,2373.1,2025-01-24,Chennai
5486,Inaaya  Baral,Rasam Rice,1,403.03,403.03,2025-06-12,Coimbatore
5487,Samar Sandal,Rava Dosa,4,222.83,891.32,2024-11-22,Vijayawada
5488,Aayush Kala,Pesarattu,5,326.85,1634.25,2024-11-09,Coimbatore
5489,Abram Grover,Curd Rice,3,90.2,270.6,2025-05-05,Coimbatore
5490,Rati Kulkarni,Rava Dosa,3,290.61,871.83,2024-12-11,Coimbatore
5491,Suhana Swaminathan,Pesarattu,2,198.43,396.86,2025-07-07,Chennai
5492,Aaryahi Srivastava,Idli,1,134.89,134.89,2025-01-02,Hyderabad
5493,Nitya Dora,Bisibele Bath,1,246.19,246.19,2025-05-10,Mysuru
5494,Tiya Sarraf,Upma,1,488.4,488.4,2025-08-06,Hyderabad
5495,Samar Reddy,Curd Rice,1,163.04,163.04,2024-10-28,Thiruvananthapuram
5496,Yakshit Raj,Pongal,2,409.87,819.74,2024-12-13,Trichy
5497,Faiyaz Kulkarni,Idli,5,235.2,1176.0,2024-10-21,Coimbatore
5498,Mehul Bandi,Idli,2,324.59,649.18,2024-08-30,Mysuru
5499,Rohan Dhillon,Pesarattu,5,247.99,1239.95,2024-11-24,Bengaluru
5500,Gatik Bassi,Rasam Rice,1,431.51,431.51,2025-05-22,Chennai
5501,Zain Kohli,Pesarattu,5,217.67,1088.35,2024-12-25,Bengaluru
5502,Kashvi Walia,Curd Rice,3,411.56,1234.68,2025-07-09,Mysuru
5503,Rasha Chad,Uttapam,4,111.14,444.56,2025-08-09,Thiruvananthapuram
5504,Damini Dar,Idli,4,261.41,1045.64,2024-10-03,Vijayawada
5505,Madhup Din,Vada,1,83.23,83.23,2025-05-31,Trichy
5506,Yuvraj  Sami,Uttapam,1,219.66,219.66,2025-05-20,Vijayawada
5507,Rati Sarin,Sambar Rice,4,291.6,1166.4,2024-12-10,Hyderabad
5508,Misha Kala,Upma,2,71.08,142.16,2024-08-14,Trichy
5509,Mamooty Mann,Pongal,2,207.43,414.86,2025-05-22,Bengaluru
5510,Diya Chaudry,Rava Dosa,4,312.29,1249.16,2025-07-01,Thiruvananthapuram
5511,Ishita Edwin,Vada,5,435.5,2177.5,2025-03-16,Chennai
5512,Rasha Gulati,Vada,1,279.9,279.9,2025-07-18,Thiruvananthapuram
5513,Samiha Bhalla,Pesarattu,5,149.87,749.35,2025-02-05,Trichy
5514,Ivana Raman,Curd Rice,1,336.08,336.08,2025-01-23,Trichy
5515,Shayak Bora,Upma,2,109.78,219.56,2025-07-25,Trichy
5516,Taimur Borde,Pesarattu,1,248.71,248.71,2025-03-04,Trichy
5517,Shamik Handa,Bisibele Bath,3,412.54,1237.62,2024-08-30,Hyderabad
5518,Yuvaan Kaul,Rasam Rice,2,458.78,917.56,2024-08-19,Hyderabad
5519,Samarth Grover,Neer Dosa,5,282.52,1412.6,2024-09-12,Trichy
5520,Tejas Vora,Medu Vada,2,257.69,515.38,2025-01-08,Coimbatore
5521,Hazel Kalita,Pesarattu,4,386.53,1546.12,2025-07-14,Trichy
5522,Mishti Cheema,Dosa,1,126.38,126.38,2024-11-20,Coimbatore
5523,Divit Sharaf,Uttapam,1,432.02,432.02,2025-02-15,Hyderabad
5524,Divij Dugar,Neer Dosa,3,352.94,1058.82,2025-02-25,Trichy
5525,Elakshi Garde,Sambar Rice,1,404.6,404.6,2024-09-07,Hyderabad
5526,Jayesh Ramachandran,Upma,3,439.93,1319.79,2025-04-14,Trichy
5527,Mahika Borra,Rava Dosa,2,280.86,561.72,2025-02-21,Mysuru
5528,Hansh Yohannan,Idli,3,90.63,271.89,2025-04-22,Mysuru
5529,Kismat Chandran,Curd Rice,1,80.9,80.9,2025-04-01,Thiruvananthapuram
5530,Madhup Loyal,Bisibele Bath,1,459.35,459.35,2024-10-21,Bengaluru
5531,Aarna Zacharia,Dosa,1,376.43,376.43,2025-04-22,Trichy
5532,Aarush Garg,Sambar Rice,4,128.95,515.8,2024-12-30,Trichy
5533,Advik Kuruvilla,Pongal,1,388.94,388.94,2025-06-14,Trichy
5534,Kimaya Sathe,Rava Dosa,5,235.69,1178.45,2024-12-10,Hyderabad
5535,Indranil Chakrabarti,Pesarattu,4,355.85,1423.4,2025-05-04,Thiruvananthapuram
5536,Ivana Dasgupta,Bisibele Bath,2,441.93,883.86,2024-12-28,Mysuru
5537,Ishita Chokshi,Uttapam,4,389.76,1559.04,2024-11-19,Hyderabad
5538,Ryan Shan,Curd Rice,2,432.6,865.2,2024-10-03,Coimbatore
5539,Advik Sani,Curd Rice,4,443.63,1774.52,2024-09-12,Vijayawada
5540,Aniruddh Chacko,Rava Dosa,1,383.33,383.33,2024-08-14,Chennai
5541,Damini Arya,Upma,2,256.6,513.2,2025-03-11,Hyderabad
5542,Aarna Tella,Rava Dosa,1,408.18,408.18,2025-01-04,Coimbatore
5543,Aarav Thaker,Dosa,5,226.05,1130.25,2024-09-27,Hyderabad
5544,Zaina Chaudhari,Uttapam,2,330.16,660.32,2024-09-09,Coimbatore
5545,Romil Kota,Curd Rice,2,353.57,707.14,2024-09-06,Coimbatore
5546,Saksham Bhandari,Sambar Rice,1,388.3,388.3,2024-09-29,Chennai
5547,Ivana Vig,Rasam Rice,1,398.95,398.95,2025-03-05,Chennai
5548,Hansh Sen,Neer Dosa,3,191.42,574.26,2025-04-08,Chennai
5549,Anahi Subramaniam,Rasam Rice,3,374.82,1124.46,2025-02-07,Coimbatore
5550,Saanvi Singh,Uttapam,3,244.81,734.43,2025-07-05,Chennai
5551,Anaya Sama,Upma,2,309.1,618.2,2025-01-01,Coimbatore
5552,Mishti Tailor,Neer Dosa,3,246.94,740.82,2024-12-14,Hyderabad
5553,Urvi Doctor,Idli,4,234.34,937.36,2024-11-28,Bengaluru
5554,Neysa Sharma,Sambar Rice,3,399.69,1199.07,2025-03-23,Bengaluru
5555,Amira Bal,Pesarattu,1,182.77,182.77,2025-06-27,Chennai
5556,Drishya Shenoy,Vada,1,196.81,196.81,2024-09-14,Thiruvananthapuram
5557,Anahi Dass,Pongal,3,311.51,934.53,2025-07-10,Bengaluru
5558,Renee Kumer,Neer Dosa,5,457.3,2286.5,2025-07-23,Hyderabad
5559,Ehsaan Chowdhury,Neer Dosa,5,288.38,1441.9,2025-01-25,Chennai
5560,Mishti Biswas,Uttapam,2,385.3,770.6,2025-05-27,Coimbatore
5561,Akarsh Bakshi,Neer Dosa,3,133.38,400.14,2025-03-21,Thiruvananthapuram
5562,Anahi Dutt,Medu Vada,3,382.57,1147.71,2024-12-21,Thiruvananthapuram
5563,Madhav Baral,Sambar Rice,3,409.51,1228.53,2024-12-06,Vijayawada
5564,Aarush Chakraborty,Neer Dosa,5,317.66,1588.3,2025-01-22,Trichy
5565,Vivaan Mangal,Bisibele Bath,2,297.71,595.42,2025-04-07,Hyderabad
5566,Tiya Shah,Neer Dosa,2,210.43,420.86,2024-09-12,Hyderabad
5567,Ryan Dash,Idli,4,470.91,1883.64,2024-11-14,Thiruvananthapuram
5568,Jivin Bali,Medu Vada,5,286.97,1434.85,2025-06-03,Mysuru
5569,Shayak Kapur,Rava Dosa,2,79.45,158.9,2025-04-26,Trichy
5570,Gokul Bajwa,Vada,4,400.23,1600.92,2025-04-25,Bengaluru
5571,Diya Gera,Uttapam,2,135.33,270.66,2025-04-30,Thiruvananthapuram
5572,Ishaan Desai,Dosa,2,415.58,831.16,2025-06-07,Thiruvananthapuram
5573,Shanaya Vaidya,Vada,3,235.56,706.68,2025-03-18,Bengaluru
5574,Gokul Sha,Curd Rice,2,62.82,125.64,2025-01-13,Chennai
5575,Navya Dhaliwal,Idli,4,54.57,218.28,2024-09-25,Hyderabad
5576,Hansh Goyal,Upma,1,144.96,144.96,2025-05-20,Hyderabad
5577,Shaan Ranganathan,Medu Vada,4,217.2,868.8,2024-08-25,Bengaluru
5578,Nakul Dora,Dosa,4,338.51,1354.04,2024-10-02,Mysuru
5579,Alia Lanka,Neer Dosa,2,273.19,546.38,2025-07-25,Chennai
5580,Sara Verma,Upma,4,149.74,598.96,2025-04-27,Hyderabad
5581,Chirag Dora,Upma,4,303.46,1213.84,2025-06-03,Chennai
5582,Samarth Tak,Idli,2,93.91,187.82,2025-01-05,Bengaluru
5583,Raunak Bala,Neer Dosa,5,461.05,2305.25,2025-01-03,Coimbatore
5584,Eshani Bahl,Neer Dosa,1,217.63,217.63,2025-01-24,Hyderabad
5585,Yasmin Manne,Rasam Rice,1,125.73,125.73,2025-04-29,Trichy
5586,Jivika Handa,Bisibele Bath,3,309.79,929.37,2025-04-19,Thiruvananthapuram
5587,Suhana Venkatesh,Medu Vada,2,250.46,500.92,2025-03-29,Vijayawada
5588,Kiaan Divan,Medu Vada,4,360.07,1440.28,2025-07-28,Hyderabad
5589,Mahika Bera,Upma,2,84.13,168.26,2025-06-12,Trichy
5590,Fateh Sachar,Medu Vada,3,339.05,1017.15,2024-11-29,Thiruvananthapuram
5591,Arnav Kale,Upma,5,117.09,585.45,2024-12-25,Mysuru
5592,Rhea Sarin,Sambar Rice,5,52.32,261.6,2025-05-06,Trichy
5593,Nitya Loke,Medu Vada,2,301.64,603.28,2025-07-01,Vijayawada
5594,Himmat Mangat,Dosa,4,211.22,844.88,2024-08-23,Chennai
5595,Biju Shroff,Idli,1,440.74,440.74,2024-08-28,Coimbatore
5596,Vihaan Cherian,Vada,3,261.65,784.95,2024-10-24,Mysuru
5597,Vaibhav Gopal,Vada,2,384.81,769.62,2025-03-13,Coimbatore
5598,Chirag Chaudhary,Bisibele Bath,3,340.41,1021.23,2024-10-21,Thiruvananthapuram
5599,Reyansh Kuruvilla,Idli,5,95.08,475.4,2025-05-24,Thiruvananthapuram
5600,Zeeshan Sarma,Upma,1,228.64,228.64,2025-03-02,Vijayawada
5601,Arhaan Bhargava,Uttapam,4,142.05,568.2,2025-07-24,Chennai
5602,Nehmat Date,Bisibele Bath,2,462.22,924.44,2025-05-05,Chennai
5603,Priyansh Srinivas,Pesarattu,2,191.64,383.28,2025-08-06,Coimbatore
5604,Ehsaan Dada,Neer Dosa,3,286.63,859.89,2025-01-23,Bengaluru
5605,Ryan Subramanian,Pongal,3,408.07,1224.21,2024-09-29,Coimbatore
5606,Jivika Chokshi,Curd Rice,1,295.32,295.32,2025-05-13,Thiruvananthapuram
5607,Nitya Rege,Bisibele Bath,3,193.89,581.67,2024-09-15,Hyderabad
5608,Jayant Bail,Sambar Rice,5,292.9,1464.5,2025-04-10,Thiruvananthapuram
5609,Ojas Dutta,Dosa,3,104.0,312.0,2025-03-02,Vijayawada
5610,Ojas Babu,Pesarattu,4,441.51,1766.04,2025-04-15,Bengaluru
5611,Urvi Lalla,Rava Dosa,5,104.63,523.15,2025-05-22,Mysuru
5612,Divit Sabharwal,Uttapam,4,90.51,362.04,2024-11-21,Hyderabad
5613,Hunar Gera,Medu Vada,1,275.55,275.55,2024-12-04,Thiruvananthapuram
5614,Diya Bandi,Sambar Rice,4,190.19,760.76,2025-02-08,Trichy
5615,Nehmat Gade,Upma,4,476.96,1907.84,2024-11-06,Trichy
5616,Manjari Raj,Vada,5,353.69,1768.45,2025-01-26,Thiruvananthapuram
5617,Hrishita Kalla,Bisibele Bath,4,349.52,1398.08,2025-02-18,Mysuru
5618,Kashvi Krish,Pongal,1,144.98,144.98,2025-02-12,Mysuru
5619,Aarna Boase,Curd Rice,3,388.56,1165.68,2025-04-08,Thiruvananthapuram
5620,Suhana Garde,Bisibele Bath,2,93.61,187.22,2025-01-22,Thiruvananthapuram
5621,Shray Andra,Upma,1,95.12,95.12,2024-10-16,Vijayawada
5622,Divit Sampath,Uttapam,4,327.06,1308.24,2025-08-04,Chennai
5623,Anika Sibal,Neer Dosa,4,266.48,1065.92,2025-01-07,Coimbatore
5624,Sana Jaggi,Pesarattu,1,131.64,131.64,2025-01-25,Bengaluru
5625,Madhup Behl,Pongal,3,483.26,1449.78,2024-09-14,Coimbatore
5626,Pari Wali,Bisibele Bath,5,477.64,2388.2,2025-01-02,Bengaluru
5627,Kimaya Bawa,Dosa,3,214.01,642.03,2025-04-08,Hyderabad
5628,Vritika Dhillon,Curd Rice,3,422.04,1266.12,2025-02-04,Hyderabad
5629,Purab Bail,Idli,5,320.87,1604.35,2025-07-12,Mysuru
5630,Elakshi Andra,Medu Vada,1,91.58,91.58,2024-10-25,Hyderabad
5631,Darshit Soman,Rasam Rice,2,156.68,313.36,2025-02-10,Chennai
5632,Kiaan Barad,Medu Vada,2,347.91,695.82,2025-08-07,Vijayawada
5633,Baiju Sura,Uttapam,3,203.04,609.12,2025-01-20,Coimbatore
5634,Bhamini Sachdev,Pongal,5,257.41,1287.05,2024-11-09,Chennai
5635,Lakshit Sem,Pongal,5,97.05,485.25,2025-02-24,Mysuru
5636,Rasha Suri,Curd Rice,1,490.24,490.24,2024-10-29,Chennai
5637,Arhaan Bala,Bisibele Bath,5,70.63,353.15,2024-09-24,Trichy
5638,Samaira Kohli,Pesarattu,4,73.11,292.44,2024-09-15,Trichy
5639,Riya Goswami,Vada,4,186.91,747.64,2024-11-28,Vijayawada
5640,Siya Vohra,Upma,4,224.75,899.0,2025-03-29,Mysuru
5641,Rati D’Alia,Sambar Rice,4,239.49,957.96,2024-11-13,Bengaluru
5642,Ela Sidhu,Curd Rice,4,76.18,304.72,2025-04-17,Chennai
5643,Rhea Bose,Medu Vada,4,167.98,671.92,2024-09-16,Bengaluru
5644,Tanya Sule,Rava Dosa,4,459.68,1838.72,2025-06-01,Bengaluru
5645,Veer Sheth,Pesarattu,2,155.65,311.3,2025-04-21,Thiruvananthapuram
5646,Darshit Bumb,Pongal,3,55.18,165.54,2025-03-18,Bengaluru
5647,Nirvi Warrior,Rava Dosa,4,60.39,241.56,2024-09-26,Bengaluru
